39, State-gov,13, Adm-clerical,2174,0,40, <=50K
42, Private,13, Sales,0,0,40, <=50K
21, Private,11, Adm-clerical,0,0,40, <=50K
44, Private,9, Transport-moving,0,0,40, <=50K
65, Private,9, Craft-repair,2290,0,40, <=50K
56, ?,9, ?,0,0,10, <=50K
33, Federal-gov,12, Other-service,0,0,40, <=50K
22, Private,6, Adm-clerical,0,0,40, <=50K
43, Private,9, Machine-op-inspct,0,0,24, <=50K
45, Self-emp-inc,9, Exec-managerial,0,0,42, <=50K
42, Private,9, Sales,0,0,42, <=50K
37, Private,9, Farming-fishing,0,0,40, <=50K
56, Private,5, Craft-repair,0,0,40, <=50K
35, ?,6, ?,0,0,16, <=50K
40, Private,12, Adm-clerical,0,0,32, <=50K
31, Private,13, Sales,0,0,55, <=50K
26, Private,13, Prof-specialty,0,0,40, <=50K
26, State-gov,13, Prof-specialty,0,0,40, <=50K
42, Self-emp-inc,13, Exec-managerial,0,0,70, <=50K
45, Self-emp-not-inc,9, Exec-managerial,0,0,40, <=50K
47, Local-gov,10, Prof-specialty,7688,0,50, >50K
22, Private,10, Machine-op-inspct,0,0,40, <=50K
33, Private,13, Exec-managerial,0,0,40, <=50K
37, Private,9, Transport-moving,0,0,50, <=50K
48, Self-emp-not-inc,9, Farming-fishing,0,0,98, <=50K
57, Self-emp-not-inc,6, Craft-repair,0,0,8, <=50K
47, Private,10, Adm-clerical,0,0,60, <=50K
58, Local-gov,5, Transport-moving,0,0,40, <=50K
55, Private,7, Adm-clerical,0,0,40, <=50K
52, Private,10, Craft-repair,0,0,55, <=50K
29, Private,13, Prof-specialty,0,0,40, <=50K
42, Private,14, Prof-specialty,0,0,40, <=50K
23, Private,9, Craft-repair,0,0,60, <=50K
23, Private,8, Other-service,0,0,30, <=50K
46, Self-emp-not-inc,11, Exec-managerial,0,0,60, <=50K
30, Private,10, Machine-op-inspct,0,0,40, <=50K
43, Self-emp-not-inc,13, Prof-specialty,0,1887,70, >50K
25, Private,10, Adm-clerical,0,0,30, <=50K
32, Private,9, Transport-moving,0,0,80, >50K
56, Private,5, Transport-moving,0,0,40, <=50K
33, Private,9, Transport-moving,0,0,43, <=50K
19, State-gov,10, Adm-clerical,0,0,10, <=50K
20, Private,10, Sales,0,0,18, <=50K
34, Private,10, Adm-clerical,0,0,40, <=50K
34, Private,5, Other-service,0,0,40, <=50K
55, Self-emp-not-inc,9, Craft-repair,0,0,40, <=50K
55, Private,5, Tech-support,0,0,23, <=50K
31, Private,10, Sales,0,0,45, <=50K
30, Private,9, Other-service,0,0,40, <=50K
31, Private,9, Other-service,0,0,40, <=50K
51, Private,9, Machine-op-inspct,0,1876,40, <=50K
59, Private,9, Craft-repair,0,0,40, <=50K
58, Private,9, Adm-clerical,0,0,36, <=50K
40, Private,5, Handlers-cleaners,0,0,40, <=50K
54, Private,9, Craft-repair,0,0,40, <=50K
25, Local-gov,13, Prof-specialty,0,1977,40, >50K
18, Self-emp-inc,7, Farming-fishing,0,0,30, <=50K
41, Private,10, Craft-repair,0,0,40, <=50K
57, Private,6, Other-service,0,0,40, <=50K
37, Private,9, Exec-managerial,0,0,40, >50K
46, Private,9, Other-service,0,0,24, <=50K
39, Private,9, Other-service,0,0,38, <=50K
19, Private,9, Craft-repair,0,0,40, <=50K
41, Private,12, Machine-op-inspct,0,0,40, <=50K
54, Private,9, Adm-clerical,0,0,41, <=50K
39, Private,14, Exec-managerial,0,0,40, >50K
41, Private,9, Craft-repair,0,0,40, >50K
26, Private,15, Prof-specialty,0,0,30, <=50K
57, Self-emp-inc,9, Adm-clerical,0,0,50, <=50K
33, Local-gov,10, Protective-serv,0,0,40, >50K
56, Private,10, Exec-managerial,0,0,40, >50K
60, Private,9, Machine-op-inspct,0,0,40, <=50K
22, Private,9, Transport-moving,0,0,70, <=50K
58, Private,8, Transport-moving,0,0,40, <=50K
48, Federal-gov,14, Exec-managerial,10520,0,50, >50K
45, Local-gov,14, Prof-specialty,7688,0,55, >50K
18, Private,9, Sales,0,0,40, <=50K
56, Private,9, Other-service,0,0,40, <=50K
48, Self-emp-inc,9, Craft-repair,0,0,60, >50K
40, Private,13, Tech-support,0,2258,48, <=50K
38, Private,9, Other-service,0,0,32, <=50K
58, Private,10, Adm-clerical,0,0,40, <=50K
23, Private,10, Exec-managerial,0,0,50, <=50K
63, Private,10, Prof-specialty,0,0,40, <=50K
51, Private,13, Prof-specialty,0,0,45, <=50K
22, ?,3, ?,0,0,40, <=50K
44, Private,9, Farming-fishing,0,0,70, <=50K
46, Federal-gov,10, Tech-support,0,0,40, <=50K
64, State-gov,13, Adm-clerical,0,0,40, <=50K
32, Private,13, Exec-managerial,0,0,40, >50K
31, Private,10, Adm-clerical,0,0,40, <=50K
36, Private,11, Sales,0,0,50, >50K
21, Private,9, Other-service,0,0,50, <=50K
30, Private,10, Craft-repair,0,0,40, <=50K
31, Private,11, Other-service,0,0,40, <=50K
54, Private,9, Transport-moving,0,2051,50, <=50K
59, Local-gov,5, Other-service,0,0,40, <=50K
28, Local-gov,14, Prof-specialty,0,0,20, >50K
57, Private,9, Adm-clerical,0,0,40, <=50K
44, Private,9, Craft-repair,0,0,45, <=50K
53, Self-emp-inc,10, Exec-managerial,0,0,60, <=50K
58, Self-emp-not-inc,10, Exec-managerial,0,0,60, >50K
19, Private,10, Other-service,0,0,20, <=50K
39, Self-emp-inc,12, Exec-managerial,0,0,50, >50K
31, Self-emp-inc,10, Exec-managerial,0,0,70, <=50K
27, Private,9, Craft-repair,0,0,40, <=50K
46, Local-gov,5, Other-service,0,0,40, <=50K
37, Self-emp-not-inc,14, Exec-managerial,0,0,40, <=50K
27, Private,13, Sales,0,0,40, <=50K
33, Private,10, Transport-moving,0,0,55, <=50K
20, Private,10, Other-service,0,0,16, <=50K
55, Private,9, Craft-repair,0,0,45, <=50K
39, Private,12, Sales,0,0,40, <=50K
41, Private,9, Other-service,0,0,40, <=50K
30, Private,13, Prof-specialty,0,0,40, <=50K
39, Self-emp-inc,13, Sales,0,0,40, <=50K
28, Private,9, Exec-managerial,0,0,50, <=50K
25, Private,10, Sales,0,0,24, <=50K
31, Private,9, Craft-repair,0,0,50, <=50K
51, Private,9, Transport-moving,0,0,60, <=50K
24, Private,13, Adm-clerical,0,0,40, <=50K
70, Private,9, Protective-serv,0,0,32, <=50K
23, Private,10, Adm-clerical,0,0,40, <=50K
61, Private,9, Exec-managerial,0,0,40, <=50K
45, Self-emp-not-inc,4, Exec-managerial,0,0,55, >50K
47, Private,9, Handlers-cleaners,4064,0,60, <=50K
56, Private,10, Other-service,0,0,50, <=50K
79, Private,16, Prof-specialty,20051,0,35, >50K
20, Private,10, Adm-clerical,0,0,15, <=50K
30, Private,9, Craft-repair,0,0,40, <=50K
27, Private,13, Sales,0,0,25, <=50K
40, Private,13, Sales,0,0,40, >50K
60, ?,9, ?,0,0,5, <=50K
58, Private,9, Craft-repair,0,0,40, >50K
71, Self-emp-not-inc,15, Farming-fishing,0,0,2, <=50K
50, Private,15, Prof-specialty,0,0,60, >50K
29, Local-gov,10, Exec-managerial,0,0,40, <=50K
33, Private,6, Other-service,3418,0,35, <=50K
60, State-gov,9, Protective-serv,0,0,40, >50K
33, Private,12, Adm-clerical,0,0,50, <=50K
43, Private,13, Other-service,0,0,35, >50K
33, Private,6, Handlers-cleaners,0,0,40, <=50K
33, Private,9, Adm-clerical,0,0,52, <=50K
32, State-gov,9, Protective-serv,0,0,45, <=50K
21, Private,10, Other-service,0,0,9, <=50K
38, Private,9, Prof-specialty,0,0,40, <=50K
38, Private,10, Adm-clerical,0,0,35, >50K
39, State-gov,10, Exec-managerial,0,0,30, <=50K
17, Private,7, Sales,0,0,15, <=50K
21, Private,10, Adm-clerical,0,0,40, <=50K
42, Private,10, Tech-support,0,0,20, >50K
42, Private,9, Exec-managerial,0,0,40, >50K
36, Private,7, Other-service,0,0,40, <=50K
32, Private,10, Exec-managerial,0,0,50, >50K
37, Self-emp-not-inc,13, Prof-specialty,0,0,40, >50K
28, Private,13, Sales,0,0,40, <=50K
37, Private,11, Craft-repair,0,0,40, <=50K
50, Private,9, Prof-specialty,0,0,60, <=50K
49, Private,7, Craft-repair,0,0,40, <=50K
40, Private,14, Exec-managerial,0,0,40, >50K
40, Private,10, Other-service,0,0,40, <=50K
49, Private,10, Craft-repair,0,0,40, <=50K
35, Federal-gov,14, Exec-managerial,8614,0,40, >50K
33, Local-gov,9, Protective-serv,0,0,40, <=50K
24, Private,9, Craft-repair,0,0,40, <=50K
41, Private,14, Adm-clerical,0,0,40, <=50K
43, Private,10, Tech-support,0,0,40, >50K
36, Self-emp-not-inc,9, Farming-fishing,0,1902,60, >50K
84, Self-emp-not-inc,13, Farming-fishing,0,0,20, <=50K
23, Private,9, Sales,0,0,40, <=50K
41, Private,13, Prof-specialty,0,0,50, >50K
55, Self-emp-inc,9, Exec-managerial,0,1977,45, >50K
30, Self-emp-not-inc,10, Craft-repair,0,0,45, <=50K
46, Private,12, Adm-clerical,0,0,40, <=50K
55, Private,10, Exec-managerial,0,1902,40, >50K
34, Private,10, Adm-clerical,0,0,40, <=50K
54, Self-emp-not-inc,14, Sales,0,0,60, <=50K
27, Private,10, Adm-clerical,0,0,40, <=50K
52, Local-gov,14, Prof-specialty,0,0,40, >50K
36, Private,10, Adm-clerical,99999,0,40, >50K
25, Self-emp-not-inc,9, Prof-specialty,0,0,40, <=50K
52, Private,13, Exec-managerial,0,0,55, >50K
24, Private,9, Exec-managerial,0,0,50, <=50K
36, Private,9, Adm-clerical,0,0,40, <=50K
31, Private,9, Handlers-cleaners,0,0,40, <=50K
66, ?,10, ?,0,0,20, <=50K
90, Self-emp-not-inc,13, Prof-specialty,10566,0,50, <=50K
67, Private,14, Prof-specialty,20051,0,60, >50K
22, Self-emp-inc,4, Craft-repair,2580,0,40, <=50K
47, Private,10, Adm-clerical,0,0,35, <=50K
32, Private,13, Exec-managerial,0,1887,55, >50K
55, Self-emp-not-inc,4, Farming-fishing,0,0,50, <=50K
32, Private,9, Handlers-cleaners,0,0,35, <=50K
48, Private,10, Adm-clerical,0,0,40, <=50K
21, Private,9, Sales,0,0,35, <=50K
33, Private,12, Prof-specialty,0,0,40, <=50K
27, Private,10, Prof-specialty,0,0,48, <=50K
47, Private,11, Prof-specialty,0,0,40, <=50K
18, Private,7, Other-service,0,0,24, <=50K
44, Self-emp-inc,9, Craft-repair,0,0,60, >50K
23, Private,10, Craft-repair,0,0,37, <=50K
18, Private,6, Sales,0,0,35, <=50K
56, Private,9, Exec-managerial,0,0,50, <=50K
24, Private,13, Adm-clerical,0,0,35, <=50K
43, Private,13, Craft-repair,0,0,40, >50K
23, Private,13, Sales,0,0,60, <=50K
26, Private,10, Sales,0,0,42, <=50K
42, Private,9, Sales,0,0,40, <=50K
23, Private,9, Adm-clerical,0,0,40, <=50K
53, Self-emp-not-inc,6, Craft-repair,0,0,40, <=50K
51, Private,9, Exec-managerial,4386,0,55, >50K
40, Private,9, Other-service,0,0,25, <=50K
27, Private,13, Prof-specialty,0,0,50, <=50K
24, Local-gov,10, Protective-serv,0,0,60, <=50K
42, Private,9, Craft-repair,0,0,40, <=50K
41, Private,9, Adm-clerical,0,0,40, <=50K
23, Private,10, Handlers-cleaners,0,0,10, <=50K
42, Self-emp-not-inc,14, Prof-specialty,0,0,65, <=50K
38, Private,9, Craft-repair,0,0,40, >50K
63, Self-emp-not-inc,4, Farming-fishing,0,0,30, <=50K
31, Private,9, Craft-repair,0,0,40, <=50K
18, Self-emp-not-inc,7, Other-service,0,0,4, <=50K
21, Private,10, Other-service,0,0,30, <=50K
24, Private,13, Prof-specialty,0,0,40, <=50K
55, Private,10, Craft-repair,0,0,40, <=50K
20, Private,5, Adm-clerical,114,0,20, <=50K
31, Private,10, Sales,0,0,30, <=50K
23, Private,10, Adm-clerical,0,0,20, <=50K
35, Private,9, Craft-repair,0,0,40, <=50K
51, Self-emp-not-inc,10, Sales,0,0,60, <=50K
19, Private,10, Protective-serv,0,0,30, <=50K
38, Local-gov,9, Protective-serv,0,0,56, <=50K
52, Local-gov,9, Craft-repair,0,2051,40, <=50K
70, Self-emp-not-inc,15, Prof-specialty,0,0,25, <=50K
53, Private,6, Craft-repair,0,0,40, <=50K
59, Private,16, Exec-managerial,0,0,40, >50K
39, Private,10, Transport-moving,0,0,43, <=50K
18, Private,8, Sales,0,0,20, <=50K
41, ?,9, ?,0,0,30, <=50K
19, ?,10, ?,0,0,10, <=50K
24, Private,10, Adm-clerical,0,0,40, <=50K
25, Private,9, Adm-clerical,0,0,38, <=50K
32, Private,10, Exec-managerial,0,0,40, <=50K
34, Self-emp-not-inc,9, Sales,0,1902,60, >50K
35, Private,9, Sales,0,0,40, <=50K
50, Private,9, Adm-clerical,7298,0,45, >50K
18, Private,9, Sales,0,0,20, <=50K
37, Private,9, Adm-clerical,0,0,42, <=50K
30, Private,10, Other-service,0,0,36, <=50K
40, Self-emp-inc,14, Exec-managerial,15024,0,30, >50K
22, Private,9, Prof-specialty,0,0,40, <=50K
50, Local-gov,10, Other-service,0,0,28, <=50K
70, Private,9, Other-service,0,0,23, <=50K
43, Private,14, Prof-specialty,0,0,40, >50K
77, Self-emp-not-inc,10, Craft-repair,0,0,40, <=50K
30, Self-emp-not-inc,9, Craft-repair,0,0,40, <=50K
33, Private,10, Machine-op-inspct,0,0,39, <=50K
51, Private,10, Sales,0,1902,50, >50K
58, State-gov,14, Prof-specialty,0,1977,50, >50K
22, Private,10, Adm-clerical,0,0,12, <=50K
33, Private,9, Transport-moving,0,0,40, <=50K
27, Private,7, Sales,0,0,40, <=50K
35, Private,10, Exec-managerial,0,0,60, <=50K
32, Private,10, Sales,0,0,55, <=50K
41, Private,13, Tech-support,0,0,25, >50K
37, Private,10, Craft-repair,0,0,40, <=50K
17, Private,7, Sales,0,0,15, <=50K
50, Private,13, Exec-managerial,0,0,55, >50K
31, ?,9, ?,0,0,40, <=50K
54, State-gov,9, Exec-managerial,0,0,38, <=50K
23, State-gov,9, Other-service,0,0,40, <=50K
40, Private,13, Adm-clerical,0,0,20, <=50K
29, Private,13, Prof-specialty,5013,0,40, <=50K
38, Private,9, Other-service,0,0,35, <=50K
30, Private,11, Exec-managerial,0,0,55, <=50K
20, Private,10, Sales,0,0,8, <=50K
43, Self-emp-not-inc,10, Farming-fishing,0,0,50, <=50K
25, Private,10, Tech-support,0,0,25, <=50K
39, Private,14, Sales,0,0,50, >50K
48, Private,12, Prof-specialty,0,0,50, >50K
41, Self-emp-not-inc,9, Other-service,0,0,40, <=50K
24, Private,13, Adm-clerical,0,0,30, <=50K
20, Private,10, Adm-clerical,0,0,40, <=50K
25, Private,10, Adm-clerical,0,0,40, <=50K
57, Private,10, Craft-repair,0,0,40, >50K
39, Private,10, Exec-managerial,0,0,35, >50K
66, Private,13, Prof-specialty,0,0,40, >50K
34, Private,10, Adm-clerical,0,0,40, <=50K
36, Private,13, Prof-specialty,14084,0,40, >50K
46, Private,9, Sales,0,0,40, <=50K
42, Local-gov,14, Prof-specialty,0,0,45, <=50K
46, Private,9, Transport-moving,0,1902,70, >50K
34, Local-gov,9, Protective-serv,0,0,40, <=50K
43, Private,10, Tech-support,0,0,40, <=50K
42, Private,10, Exec-managerial,0,0,40, <=50K
31, Private,13, Sales,0,0,48, <=50K
70, ?,10, ?,0,0,30, <=50K
32, Private,10, Exec-managerial,0,0,40, <=50K
46, Federal-gov,9, Adm-clerical,0,0,40, >50K
42, Self-emp-inc,4, Craft-repair,0,0,25, <=50K
21, Private,11, Exec-managerial,0,0,40, <=50K
24, Private,13, Sales,0,0,40, <=50K
23, Private,9, Sales,0,0,55, <=50K
50, Local-gov,14, Prof-specialty,7298,0,40, >50K
37, Private,10, Adm-clerical,0,0,45, <=50K
19, ?,7, ?,0,0,30, <=50K
44, Federal-gov,12, Craft-repair,0,0,40, >50K
29, Private,9, Transport-moving,0,0,40, <=50K
30, Private,11, Adm-clerical,0,0,24, <=50K
36, Private,10, Sales,0,0,44, <=50K
49, Self-emp-not-inc,13, Sales,0,0,45, <=50K
29, Private,9, Craft-repair,0,0,40, <=50K
45, Local-gov,9, Adm-clerical,0,0,40, <=50K
75, State-gov,16, Prof-specialty,0,0,20, >50K
42, Private,9, Priv-house-serv,0,0,40, <=50K
37, Private,12, Exec-managerial,0,0,40, <=50K
51, Private,13, Machine-op-inspct,0,0,25, <=50K
61, Local-gov,9, Farming-fishing,0,0,48, <=50K
33, Private,12, Exec-managerial,2174,0,55, <=50K
50, Local-gov,9, Adm-clerical,0,0,40, <=50K
59, Private,9, Machine-op-inspct,0,0,40, <=50K
25, Private,9, Adm-clerical,0,0,30, <=50K
22, Private,9, Handlers-cleaners,0,0,16, <=50K
56, Private,10, Transport-moving,0,0,40, >50K
44, Private,13, Adm-clerical,0,0,40, <=50K
35, Private,11, Craft-repair,0,0,50, <=50K
57, Private,9, Exec-managerial,0,0,40, <=50K
47, Self-emp-not-inc,9, Farming-fishing,15024,0,50, >50K
27, Private,13, Exec-managerial,0,0,40, <=50K
50, Self-emp-not-inc,9, Farming-fishing,0,2051,20, <=50K
30, Private,13, Prof-specialty,0,0,40, <=50K
46, Private,7, Transport-moving,0,0,40, <=50K
48, Self-emp-inc,15, Prof-specialty,0,0,60, >50K
61, Private,13, Adm-clerical,0,0,40, >50K
33, Private,9, Transport-moving,0,0,87, <=50K
40, Private,9, Other-service,0,0,40, <=50K
58, Self-emp-inc,10, Exec-managerial,0,0,65, >50K
46, Self-emp-inc,14, Exec-managerial,0,2392,50, >50K
35, Private,10, Prof-specialty,0,0,40, >50K
51, Self-emp-inc,10, Exec-managerial,0,0,50, <=50K
37, Private,8, Other-service,0,0,40, <=50K
64, Private,14, Prof-specialty,0,2057,60, <=50K
41, Private,9, Craft-repair,0,0,54, <=50K
18, Private,7, Handlers-cleaners,594,0,30, <=50K
44, Self-emp-not-inc,7, Farming-fishing,0,0,88, <=50K
41, State-gov,13, Prof-specialty,0,0,48, >50K
33, State-gov,10, Prof-specialty,10520,0,40, >50K
37, Private,5, Priv-house-serv,0,0,16, <=50K
34, Private,10, Adm-clerical,0,0,40, <=50K
24, Federal-gov,13, Tech-support,0,0,40, <=50K
20, Private,10, Handlers-cleaners,0,0,40, <=50K
38, Private,13, Exec-managerial,0,0,40, <=50K
28, Private,11, Other-service,0,0,40, <=50K
20, Self-emp-not-inc,9, Transport-moving,0,0,45, <=50K
22, Federal-gov,13, Tech-support,0,0,8, <=50K
55, Private,13, Adm-clerical,0,0,73, <=50K
20, Private,10, Prof-specialty,0,0,35, <=50K
26, Private,13, Prof-specialty,0,0,40, <=50K
20, Self-emp-inc,9, Farming-fishing,0,0,70, <=50K
40, Private,5, Other-service,0,0,40, <=50K
33, Private,9, Sales,0,0,50, >50K
54, ?,10, ?,0,0,50, <=50K
24, Private,9, Sales,0,0,40, <=50K
25, Private,10, Exec-managerial,0,0,46, <=50K
18, Private,7, Other-service,0,0,8, <=50K
49, Self-emp-not-inc,9, Craft-repair,0,0,60, <=50K
17, Private,8, Handlers-cleaners,0,0,17, <=50K
34, Self-emp-not-inc,11, Craft-repair,0,0,45, <=50K
37, Private,13, Prof-specialty,0,0,45, >50K
49, Federal-gov,10, Exec-managerial,0,0,40, >50K
74, Private,9, Adm-clerical,15831,0,40, >50K
37, Private,9, Farming-fishing,0,0,40, <=50K
20, Private,7, Handlers-cleaners,0,1573,40, <=50K
40, Private,9, Exec-managerial,0,0,35, >50K
34, Private,13, Sales,27828,0,40, >50K
30, Private,15, Prof-specialty,0,1740,40, <=50K
44, Private,9, Adm-clerical,0,0,40, <=50K
40, Private,6, Other-service,0,0,32, <=50K
58, Private,9, Sales,0,0,40, <=50K
44, Private,9, Craft-repair,0,0,40, <=50K
42, Private,10, Sales,0,0,25, >50K
39, Private,9, Other-service,0,0,18, <=50K
19, Private,9, Other-service,0,0,40, <=50K
41, Private,14, Exec-managerial,15024,0,70, >50K
29, State-gov,14, Prof-specialty,0,0,40, <=50K
34, Federal-gov,10, Craft-repair,0,0,40, <=50K
38, ?,10, ?,0,0,15, <=50K
27, Private,1, Farming-fishing,41310,0,24, <=50K
54, Private,10, Craft-repair,0,0,48, <=50K
40, Private,9, Machine-op-inspct,0,0,37, <=50K
19, Private,10, Sales,0,0,25, <=50K
17, Private,7, Other-service,594,0,10, <=50K
33, Private,10, Sales,0,0,52, <=50K
80, Private,4, Other-service,0,0,24, <=50K
24, Self-emp-not-inc,9, Craft-repair,0,0,50, <=50K
28, Private,13, Prof-specialty,0,0,40, <=50K
55, Private,9, Exec-managerial,0,0,30, >50K
21, Private,10, Exec-managerial,0,0,40, <=50K
51, Private,9, Adm-clerical,0,0,38, <=50K
19, Private,9, Machine-op-inspct,0,0,40, <=50K
42, Private,9, Other-service,0,0,24, <=50K
60, Self-emp-not-inc,9, Exec-managerial,0,0,48, <=50K
20, ?,10, ?,0,0,40, <=50K
51, Private,9, Adm-clerical,0,0,40, <=50K
21, Private,10, Other-service,0,0,40, <=50K
37, State-gov,10, Craft-repair,0,0,40, <=50K
26, Private,9, Machine-op-inspct,0,0,52, <=50K
42, Federal-gov,14, Exec-managerial,14084,0,60, >50K
40, Private,10, Handlers-cleaners,0,0,40, <=50K
55, Private,14, Prof-specialty,0,0,40, >50K
33, Private,9, Other-service,0,0,32, <=50K
62, Private,9, Transport-moving,0,1977,60, >50K
47, Private,6, Sales,0,0,30, <=50K
26, Private,8, Sales,0,0,51, <=50K
59, Private,9, Adm-clerical,0,0,20, <=50K
70, Local-gov,10, Adm-clerical,0,0,17, <=50K
26, Private,10, Adm-clerical,0,0,20, <=50K
47, Private,6, Sales,0,0,65, <=50K
25, Private,14, Exec-managerial,0,0,43, <=50K
52, Self-emp-inc,15, Prof-specialty,15024,0,60, >50K
46, Private,9, Craft-repair,0,0,40, <=50K
67, Private,6, Transport-moving,0,0,20, <=50K
34, Private,14, Exec-managerial,0,0,50, >50K
53, State-gov,10, Adm-clerical,4650,0,40, <=50K
22, Private,13, Adm-clerical,0,0,35, <=50K
39, Local-gov,9, Adm-clerical,0,0,42, <=50K
54, Self-emp-not-inc,9, Craft-repair,0,0,35, <=50K
24, Private,13, Sales,0,0,40, <=50K
37, Private,9, Prof-specialty,0,0,38, <=50K
38, Private,6, Prof-specialty,0,2559,90, >50K
41, Local-gov,14, Prof-specialty,0,0,40, <=50K
36, Private,9, Transport-moving,0,0,33, <=50K
43, Private,11, Exec-managerial,15024,0,40, >50K
39, Private,13, Prof-specialty,0,0,40, <=50K
26, Private,13, Sales,0,0,45, <=50K
49, Local-gov,14, Prof-specialty,4650,0,40, <=50K
37, Self-emp-not-inc,13, Prof-specialty,0,0,55, >50K
43, Private,10, Exec-managerial,0,0,50, >50K
54, Federal-gov,9, Prof-specialty,0,0,40, >50K
53, Self-emp-inc,3, Sales,0,0,40, >50K
57, Local-gov,14, Prof-specialty,0,0,60, <=50K
28, Private,13, Prof-specialty,0,0,40, >50K
29, Private,13, Other-service,0,0,40, <=50K
21, Private,9, Sales,0,0,40, <=50K
51, Private,9, Craft-repair,0,0,40, <=50K
46, State-gov,9, Transport-moving,0,0,40, <=50K
50, Self-emp-inc,15, Prof-specialty,0,0,75, >50K
50, Self-emp-not-inc,9, Exec-managerial,0,0,48, <=50K
36, Private,9, Exec-managerial,0,0,40, <=50K
31, Local-gov,13, Prof-specialty,0,0,40, <=50K
20, Private,9, Adm-clerical,0,0,10, <=50K
36, Private,9, Handlers-cleaners,0,0,40, <=50K
38, Private,9, Craft-repair,0,0,40, <=50K
37, Private,13, Craft-repair,0,0,45, >50K
39, Private,14, Prof-specialty,7688,0,40, >50K
18, Private,6, Farming-fishing,0,0,36, <=50K
33, Private,9, Sales,0,0,50, <=50K
35, Private,9, Tech-support,1151,0,40, <=50K
23, Private,10, Handlers-cleaners,0,0,40, <=50K
37, Private,13, Other-service,0,0,36, <=50K
25, Private,9, Other-service,0,0,30, <=50K
51, Federal-gov,12, Tech-support,0,0,40, <=50K
35, Private,9, Craft-repair,0,0,40, <=50K
54, Private,7, Machine-op-inspct,0,0,40, <=50K
66, ?,9, ?,0,0,30, <=50K
32, Private,9, Other-service,0,0,13, <=50K
37, Self-emp-not-inc,13, Protective-serv,0,0,55, >50K
29, Private,13, Sales,0,0,40, >50K
45, Private,13, Handlers-cleaners,0,0,37, <=50K
61, Self-emp-inc,10, Sales,0,0,40, <=50K
40, Private,10, Adm-clerical,0,0,40, <=50K
24, Private,9, Transport-moving,0,0,49, <=50K
49, Private,4, Machine-op-inspct,0,0,38, <=50K
51, Self-emp-not-inc,14, Exec-managerial,25236,0,50, >50K
34, Private,9, Transport-moving,0,0,40, <=50K
28, ?,9, ?,0,0,40, <=50K
20, Private,10, Sales,0,0,40, <=50K
30, Private,10, Adm-clerical,0,0,37, <=50K
49, Self-emp-inc,14, Prof-specialty,99999,0,80, >50K
26, Private,10, Sales,0,0,40, <=50K
63, Private,6, Adm-clerical,0,0,45, <=50K
36, Private,12, Transport-moving,0,0,55, <=50K
63, Self-emp-not-inc,13, Prof-specialty,0,0,40, >50K
22, Private,9, Adm-clerical,0,0,10, <=50K
40, Private,9, Sales,0,0,40, >50K
31, Private,4, Adm-clerical,0,0,35, <=50K
49, Private,10, Craft-repair,0,0,50, <=50K
